Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level
33,High School,8,Finance,Financial Analyst,Large,Entry,61,39,51
58,Master's,6,Healthcare,Medical Assistant,Medium,Mid,23,67,69
53,PhD,9,Education,Research Assistant,Medium,Entry,40,49,30
50,Bachelor's,20,Telecom,Network Engineer,Small,Entry,12,79,70
45,Master's,21,Logistics,Warehouse Manager,Medium,Entry,26,61,27
39,High School,7,Healthcare,Medical Assistant,Medium,Entry,29,74,37
23,Bachelor's,2,IT,Software Engineer,Small,Entry,63,37,55
53,Bachelor's,15,Finance,Financial Analyst,Small,Senior,91,10,78
30,Bachelor's,9,Manufacturing,Operator,Small,Senior,62,58,42
44,Master's,5,IT,Software Engineer,Small,Mid,65,38,56
29,Bachelor's,4,IT,Data Analyst,Small,Entry,35,57,41
60,Bachelor's,5,Education,Research Assistant,Small,Entry,92,0,49
55,Bachelor's,3,IT,ML Engineer,Medium,Mid,22,72,83
29,Master's,2,Logistics,Supply Chain Analyst,Large,Entry,34,61,40
38,Bachelor's,12,Telecom,Network Engineer,Large,Mid,31,63,84
35,Bachelor's,12,Manufacturing,Production Supervisor,Medium,Mid,51,41,59
22,Bachelor's,1,Healthcare,Health Analyst,Medium,Mid,43,61,66
22,Master's,1,Retail,Sales Associate,Medium,Entry,25,82,48
58,High School,8,Education,Research Assistant,Medium,Entry,83,15,91
41,PhD,3,Manufacturing,Operator,Medium,Mid,71,36,34
57,Master's,1,Education,Research Assistant,Large,Entry,46,37,94
48,High School,14,Healthcare,Nurse,Large,Mid,87,12,72
56,PhD,5,Education,Research Assistant,Large,Mid,83,15,27
60,Bachelor's,6,Education,Research Assistant,Large,Mid,60,59,80
28,Master's,7,Telecom,Support Specialist,Medium,Senior,35,71,55
53,Master's,8,Education,Academic Coordinator,Medium,Mid,18,82,42
40,Bachelor's,10,Logistics,Dispatcher,Medium,Mid,11,89,84
26,Bachelor's,3,Finance,Accountant,Large,Mid,55,56,80
31,Master's,4,Retail,Sales Associate,Medium,Mid,51,40,81
48,Bachelor's,6,Retail,Store Manager,Medium,Mid,26,73,98
48,High School,3,Manufacturing,Quality Engineer,Large,Entry,16,78,39
35,PhD,4,Logistics,Warehouse Manager,Large,Mid,36,61,37
50,Bachelor's,7,Healthcare,Medical Assistant,Small,Senior,23,77,73
55,Master's,9,Manufacturing,Quality Engineer,Small,Mid,59,47,36
58,Master's,0,Finance,Accountant,Medium,Entry,87,0,34
29,Bachelor's,8,Telecom,Network Engineer,Small,Mid,17,73,30
23,Bachelor's,2,Education,Research Assistant,Small,Entry,79,14,76
35,Bachelor's,0,Logistics,Supply Chain Analyst,Medium,Entry,69,26,85
31,Master's,6,Finance,Financial Analyst,Medium,Mid,20,74,20
39,Master's,13,Healthcare,Nurse,Large,Mid,37,68,77
49,Bachelor's,15,Finance,Accountant,Medium,Entry,20,79,65
52,Bachelor's,0,Retail,Sales Associate,Medium,Entry,59,46,78
23,Master's,2,Telecom,Network Engineer,Medium,Entry,73,36,80
53,Master's,7,IT,ML Engineer,Large,Entry,51,46,62
23,Bachelor's,2,Retail,Sales Associate,Small,Mid,11,93,35
28,Master's,5,Logistics,Warehouse Manager,Medium,Mid,68,51,74
22,High School,1,Finance,Accountant,Small,Mid,45,51,86
36,Bachelor's,11,Retail,Store Manager,Large,Mid,21,82,73
45,Bachelor's,12,Logistics,Warehouse Manager,Small,Entry,46,67,34
48,Bachelor's,7,Telecom,Network Engineer,Small,Mid,24,78,74
53,Master's,11,Finance,Auditor,Medium,Mid,13,83,22
22,Bachelor's,1,Retail,Inventory Analyst,Large,Senior,75,26,66
39,Bachelor's,18,Logistics,Dispatcher,Medium,Senior,38,54,85
21,Master's,0,Healthcare,Medical Assistant,Large,Mid,94,9,52
46,Bachelor's,14,Finance,Auditor,Medium,Mid,52,38,37
53,Bachelor's,8,Education,Research Assistant,Medium,Mid,15,98,80
30,Bachelor's,9,Telecom,Network Engineer,Small,Entry,32,57,35
50,Bachelor's,14,Retail,Store Manager,Small,Entry,58,54,70
45,Bachelor's,15,Logistics,Dispatcher,Large,Senior,15,81,71
60,PhD,9,Education,Teacher,Medium,Entry,36,68,65
40,Bachelor's,9,Education,Research Assistant,Large,Entry,17,96,23
22,High School,1,Telecom,Operations Analyst,Large,Mid,72,36,91
44,High School,17,Finance,Auditor,Large,Mid,44,59,65
28,Master's,7,Manufacturing,Production Supervisor,Large,Mid,34,54,70
22,High School,1,Logistics,Warehouse Manager,Small,Entry,41,79,86
51,Master's,12,Retail,Store Manager,Small,Entry,10,90,84
33,High School,11,IT,ML Engineer,Large,Entry,73,14,91
22,Bachelor's,0,IT,Data Analyst,Medium,Mid,49,55,42
28,Master's,7,Retail,Sales Associate,Medium,Entry,10,76,26
50,Bachelor's,12,Manufacturing,Operator,Small,Entry,62,29,85
44,High School,10,Manufacturing,Quality Engineer,Medium,Mid,76,33,86
35,Bachelor's,14,Education,Academic Coordinator,Small,Senior,45,63,34
29,Bachelor's,8,Manufacturing,Quality Engineer,Large,Entry,65,27,85
60,Bachelor's,1,Manufacturing,Production Supervisor,Medium,Mid,36,58,74
42,Master's,5,IT,Data Analyst,Large,Entry,63,41,28
30,Bachelor's,1,Telecom,Operations Analyst,Medium,Entry,49,48,85
56,Bachelor's,0,Healthcare,Health Analyst,Large,Entry,73,20,41
56,Bachelor's,7,Telecom,Network Engineer,Large,Senior,12,85,59
24,Bachelor's,3,Telecom,Operations Analyst,Small,Entry,83,0,24
44,Master's,6,Education,Academic Coordinator,Large,Mid,80,23,72
36,Master's,2,Retail,Sales Associate,Small,Mid,68,35,76
23,Bachelor's,2,Logistics,Warehouse Manager,Large,Entry,92,2,92
38,High School,5,Finance,Auditor,Small,Mid,44,65,59
56,Bachelor's,12,Telecom,Network Engineer,Medium,Mid,36,60,37
52,Master's,6,Manufacturing,Production Supervisor,Small,Entry,46,57,72
26,Bachelor's,2,Education,Research Assistant,Medium,Mid,25,88,55
43,Bachelor's,6,Retail,Inventory Analyst,Large,Senior,30,85,70
27,Bachelor's,6,Education,Research Assistant,Medium,Entry,43,46,88
32,Master's,7,IT,Data Analyst,Medium,Entry,19,71,76
22,Master's,1,Telecom,Support Specialist,Medium,Entry,72,14,45
37,Bachelor's,6,Education,Academic Coordinator,Large,Mid,46,55,36
53,PhD,5,Retail,Inventory Analyst,Medium,Entry,23,87,76
34,Bachelor's,12,Logistics,Warehouse Manager,Medium,Mid,46,58,24
39,Bachelor's,2,Telecom,Operations Analyst,Large,Mid,79,38,50
39,High School,17,Finance,Financial Analyst,Large,Mid,19,71,33
29,High School,8,Logistics,Dispatcher,Small,Mid,20,83,53
39,Master's,9,Manufacturing,Production Supervisor,Small,Entry,42,63,20
38,Bachelor's,10,Manufacturing,Operator,Medium,Entry,57,35,45
45,High School,14,IT,Data Analyst,Large,Entry,70,41,59
23,Master's,2,Retail,Store Manager,Small,Senior,35,73,78
24,Master's,0,Logistics,Dispatcher,Medium,Mid,36,63,67
33,Bachelor's,0,Finance,Auditor,Medium,Entry,49,41,48
43,Bachelor's,3,Logistics,Warehouse Manager,Medium,Entry,35,66,52
37,Bachelor's,8,Telecom,Network Engineer,Small,Entry,19,78,30
49,High School,2,Retail,Sales Associate,Medium,Entry,18,63,90
39,Bachelor's,7,IT,ML Engineer,Small,Mid,33,69,86
26,High School,4,IT,Data Analyst,Medium,Entry,73,22,54
32,Bachelor's,11,Retail,Sales Associate,Small,Entry,29,72,44
30,High School,9,Healthcare,Nurse,Large,Entry,82,10,87
54,Master's,14,Retail,Store Manager,Large,Entry,71,35,74
41,Master's,15,Education,Academic Coordinator,Small,Entry,75,25,33
23,High School,2,IT,Software Engineer,Medium,Senior,70,12,77
59,High School,1,Retail,Sales Associate,Large,Entry,32,65,21
44,Bachelor's,3,Education,Teacher,Medium,Entry,64,50,91
36,Bachelor's,15,Education,Research Assistant,Medium,Entry,93,0,32
46,High School,8,IT,ML Engineer,Medium,Entry,12,72,93
51,Bachelor's,13,Healthcare,Nurse,Small,Entry,74,34,79
43,Bachelor's,7,Finance,Accountant,Large,Senior,67,24,90
40,Bachelor's,8,Telecom,Support Specialist,Small,Mid,57,36,25
50,High School,7,Retail,Store Manager,Medium,Mid,71,31,81
39,Bachelor's,11,Logistics,Supply Chain Analyst,Medium,Entry,12,91,29
32,High School,11,Education,Research Assistant,Medium,Mid,15,74,23
24,Master's,0,Education,Teacher,Large,Entry,59,36,74
40,High School,7,Manufacturing,Operator,Small,Mid,92,10,48
55,Bachelor's,13,Logistics,Supply Chain Analyst,Medium,Entry,90,26,21
37,Bachelor's,5,Manufacturing,Operator,Large,Entry,88,6,36
46,Bachelor's,15,IT,Software Engineer,Small,Entry,91,19,40
42,Master's,3,Healthcare,Nurse,Small,Entry,33,58,79
58,Bachelor's,7,Retail,Sales Associate,Medium,Mid,37,77,66
27,High School,6,Logistics,Warehouse Manager,Small,Mid,49,43,60
24,Bachelor's,3,Finance,Financial Analyst,Large,Senior,24,70,60
48,Bachelor's,11,Telecom,Operations Analyst,Small,Senior,89,2,93
29,Bachelor's,8,Education,Teacher,Small,Entry,28,71,72
59,Bachelor's,19,Retail,Inventory Analyst,Large,Senior,11,93,59
57,Bachelor's,15,Education,Academic Coordinator,Small,Entry,41,50,25
44,Master's,11,Education,Academic Coordinator,Medium,Mid,32,71,79
48,Bachelor's,9,Logistics,Supply Chain Analyst,Medium,Entry,40,71,35
28,Master's,7,Healthcare,Nurse,Medium,Mid,87,21,66
49,Bachelor's,14,IT,Data Analyst,Small,Mid,66,7,70
31,Bachelor's,0,Finance,Financial Analyst,Small,Mid,17,73,76
55,Master's,7,Manufacturing,Production Supervisor,Small,Mid,17,67,54
48,Bachelor's,10,Retail,Sales Associate,Large,Entry,41,49,22
39,High School,15,Manufacturing,Quality Engineer,Small,Mid,78,29,31
37,Master's,4,Education,Research Assistant,Large,Mid,33,76,87
21,High School,0,Manufacturing,Quality Engineer,Medium,Mid,18,88,59
22,Master's,1,Telecom,Network Engineer,Large,Mid,62,30,93
41,Master's,12,Healthcare,Nurse,Medium,Mid,52,41,71
40,PhD,13,Retail,Inventory Analyst,Medium,Entry,10,100,63
25,Bachelor's,4,Finance,Auditor,Large,Mid,53,46,65
24,High School,3,Healthcare,Medical Assistant,Medium,Mid,19,71,84
56,High School,6,IT,Data Analyst,Large,Mid,58,48,93
40,High School,5,Education,Teacher,Medium,Mid,20,83,71
23,Master's,2,Logistics,Dispatcher,Large,Entry,84,15,28
29,High School,4,Telecom,Network Engineer,Large,Senior,13,91,37
54,Bachelor's,12,Healthcare,Nurse,Medium,Entry,93,3,94
34,Bachelor's,6,Healthcare,Health Analyst,Medium,Mid,27,62,48
31,High School,8,Retail,Inventory Analyst,Medium,Senior,21,75,31
34,Bachelor's,13,IT,Data Analyst,Small,Mid,51,63,25
56,Bachelor's,8,Telecom,Support Specialist,Large,Entry,72,23,39
56,PhD,15,Manufacturing,Quality Engineer,Small,Entry,34,58,92
42,High School,12,Education,Teacher,Large,Entry,33,57,84
30,Master's,4,IT,Data Analyst,Small,Entry,73,17,73
50,Bachelor's,12,Education,Academic Coordinator,Medium,Entry,67,35,68
30,Master's,1,Education,Academic Coordinator,Small,Mid,17,70,46
37,Bachelor's,8,Education,Teacher,Medium,Mid,75,46,98
48,Master's,5,Healthcare,Medical Assistant,Small,Senior,80,13,46
48,Bachelor's,0,Retail,Inventory Analyst,Medium,Entry,44,45,46
29,Master's,8,Education,Academic Coordinator,Medium,Entry,10,78,79
29,High School,8,IT,Data Analyst,Large,Entry,60,51,81
35,Bachelor's,9,Logistics,Warehouse Manager,Large,Mid,58,35,76
43,High School,12,Manufacturing,Production Supervisor,Medium,Senior,13,88,46
36,Bachelor's,7,Retail,Inventory Analyst,Large,Entry,71,34,61
39,Bachelor's,10,Healthcare,Medical Assistant,Small,Entry,59,30,60
32,Bachelor's,2,Telecom,Network Engineer,Large,Mid,60,52,69
41,Bachelor's,1,IT,Data Analyst,Medium,Senior,76,13,51
27,Master's,5,Telecom,Network Engineer,Medium,Mid,81,8,62
45,Master's,15,IT,ML Engineer,Small,Mid,42,50,48
37,Bachelor's,16,Healthcare,Health Analyst,Medium,Senior,23,77,93
28,High School,0,Retail,Sales Associate,Medium,Mid,47,72,43
43,Bachelor's,1,Telecom,Operations Analyst,Small,Entry,44,48,74
30,High School,9,Healthcare,Medical Assistant,Small,Entry,43,52,36
51,Bachelor's,10,IT,Software Engineer,Medium,Mid,89,0,45
50,Master's,5,Healthcare,Nurse,Medium,Entry,41,71,79
21,Bachelor's,0,IT,ML Engineer,Medium,Mid,40,56,67
34,High School,5,Logistics,Warehouse Manager,Small,Entry,13,90,91
54,Bachelor's,0,Education,Research Assistant,Medium,Senior,54,49,21
22,Master's,1,IT,Data Analyst,Medium,Entry,53,56,21
36,High School,1,Finance,Financial Analyst,Large,Mid,25,57,87
42,Master's,11,IT,Data Analyst,Small,Mid,76,31,67
49,High School,7,Logistics,Supply Chain Analyst,Large,Mid,34,50,83
27,High School,6,Finance,Financial Analyst,Medium,Mid,21,63,65
47,Bachelor's,0,Finance,Accountant,Large,Mid,50,41,89
27,High School,6,IT,Software Engineer,Small,Senior,14,84,28
54,Master's,10,Retail,Inventory Analyst,Large,Entry,87,12,42
59,Master's,18,Retail,Sales Associate,Large,Entry,64,49,20
53,Master's,15,Manufacturing,Operator,Small,Mid,46,73,56
43,Bachelor's,16,IT,Data Analyst,Medium,Senior,63,30,91
52,Bachelor's,11,Telecom,Operations Analyst,Small,Entry,44,47,32
25,Bachelor's,3,Logistics,Supply Chain Analyst,Medium,Mid,68,24,37
55,High School,5,Finance,Financial Analyst,Small,Entry,74,39,32
27,Bachelor's,6,Healthcare,Health Analyst,Small,Mid,84,9,83
56,Bachelor's,10,Finance,Auditor,Medium,Mid,23,70,65
58,Bachelor's,11,Retail,Inventory Analyst,Large,Mid,67,45,84
60,Bachelor's,8,Retail,Inventory Analyst,Medium,Entry,11,79,63
49,Bachelor's,10,Retail,Inventory Analyst,Small,Mid,23,63,88
44,Bachelor's,4,Finance,Auditor,Medium,Mid,47,39,94
28,Bachelor's,7,Healthcare,Health Analyst,Medium,Senior,33,70,73
56,Master's,12,Telecom,Operations Analyst,Medium,Mid,23,78,85
54,Bachelor's,11,Healthcare,Nurse,Large,Entry,56,16,96
44,Bachelor's,11,IT,Data Analyst,Large,Mid,36,69,69
45,Bachelor's,14,Retail,Store Manager,Small,Mid,89,11,76
60,High School,18,Logistics,Supply Chain Analyst,Medium,Mid,59,28,47
51,PhD,2,Healthcare,Nurse,Small,Mid,53,52,69
39,PhD,14,Telecom,Network Engineer,Large,Mid,76,26,47
31,Bachelor's,9,IT,ML Engineer,Small,Entry,10,97,54
54,Master's,12,Healthcare,Nurse,Large,Senior,67,24,80
34,Bachelor's,8,Retail,Inventory Analyst,Medium,Mid,30,70,83
57,Bachelor's,15,Logistics,Warehouse Manager,Medium,Mid,58,31,86
60,Master's,2,Manufacturing,Production Supervisor,Medium,Mid,87,5,27
38,High School,8,Logistics,Supply Chain Analyst,Medium,Mid,64,41,87
56,Master's,6,Education,Academic Coordinator,Medium,Mid,86,19,38
28,Bachelor's,7,Education,Academic Coordinator,Small,Mid,74,21,43
30,Bachelor's,9,Logistics,Supply Chain Analyst,Large,Mid,28,74,44
24,Bachelor's,3,Healthcare,Nurse,Small,Entry,81,0,77
42,Bachelor's,5,Telecom,Network Engineer,Small,Entry,47,46,20
52,Master's,10,Healthcare,Nurse,Medium,Mid,92,18,66
43,Bachelor's,4,IT,Software Engineer,Large,Entry,79,11,88
43,High School,11,Healthcare,Medical Assistant,Small,Senior,65,39,44
36,Master's,2,IT,Data Analyst,Small,Entry,40,59,23
48,High School,7,Manufacturing,Quality Engineer,Medium,Mid,54,33,69
52,Master's,5,Telecom,Support Specialist,Small,Entry,59,32,26
44,Bachelor's,9,Education,Teacher,Large,Entry,89,2,93
35,Bachelor's,13,Manufacturing,Quality Engineer,Small,Senior,54,52,50
40,Master's,6,Telecom,Network Engineer,Small,Mid,59,60,39
47,Bachelor's,13,Telecom,Operations Analyst,Large,Mid,25,77,29
53,Bachelor's,9,IT,ML Engineer,Medium,Mid,86,20,61
49,Master's,6,Telecom,Support Specialist,Medium,Entry,89,31,80
30,Bachelor's,4,Logistics,Supply Chain Analyst,Large,Mid,84,20,86
52,Master's,9,Manufacturing,Quality Engineer,Medium,Mid,56,48,24
32,Bachelor's,11,Healthcare,Medical Assistant,Small,Mid,49,52,37
51,PhD,4,Logistics,Supply Chain Analyst,Medium,Entry,37,65,51
24,Bachelor's,3,Logistics,Dispatcher,Large,Entry,93,5,26
25,Bachelor's,4,Logistics,Dispatcher,Medium,Mid,21,84,24
38,High School,8,Manufacturing,Quality Engineer,Medium,Mid,80,18,68
54,Master's,5,Logistics,Dispatcher,Small,Mid,89,24,64
46,Master's,13,Manufacturing,Production Supervisor,Large,Entry,72,36,22
34,Bachelor's,8,Logistics,Supply Chain Analyst,Medium,Mid,73,21,37
22,Master's,1,Manufacturing,Quality Engineer,Medium,Mid,59,35,74
35,Bachelor's,8,Education,Academic Coordinator,Large,Entry,70,39,40
39,Bachelor's,18,Logistics,Warehouse Manager,Small,Mid,78,15,37
55,Bachelor's,1,IT,Data Analyst,Medium,Entry,47,62,29
25,Bachelor's,4,Finance,Accountant,Medium,Senior,37,70,23
47,Bachelor's,13,Logistics,Supply Chain Analyst,Large,Mid,68,32,60
60,Master's,18,Manufacturing,Production Supervisor,Small,Mid,82,34,45
54,Bachelor's,3,Telecom,Operations Analyst,Large,Mid,23,71,88
35,Bachelor's,13,IT,ML Engineer,Large,Entry,53,41,42
30,Bachelor's,9,Healthcare,Health Analyst,Large,Entry,53,38,39
43,Bachelor's,8,Healthcare,Medical Assistant,Small,Entry,32,61,59
60,Master's,9,Finance,Auditor,Large,Entry,18,100,32
47,Bachelor's,10,Telecom,Support Specialist,Small,Entry,42,53,94
50,Bachelor's,18,Finance,Financial Analyst,Large,Entry,94,0,67
28,Bachelor's,7,IT,Software Engineer,Medium,Entry,87,4,85
27,Bachelor's,6,Education,Teacher,Small,Mid,61,37,82
26,Bachelor's,5,Logistics,Supply Chain Analyst,Small,Senior,57,40,35
40,Master's,6,Telecom,Network Engineer,Medium,Mid,83,7,23
53,PhD,3,Education,Academic Coordinator,Medium,Entry,69,40,53
34,Bachelor's,5,Telecom,Operations Analyst,Small,Entry,17,87,64
60,Bachelor's,0,IT,Software Engineer,Small,Entry,12,100,87
42,Master's,11,Finance,Auditor,Medium,Senior,63,38,31
26,High School,5,Telecom,Support Specialist,Medium,Entry,71,29,50
55,Bachelor's,13,Manufacturing,Quality Engineer,Medium,Mid,44,59,84
37,Bachelor's,13,Education,Research Assistant,Large,Entry,79,13,35
58,Master's,4,Finance,Accountant,Medium,Mid,22,81,46
42,Bachelor's,2,Logistics,Dispatcher,Large,Entry,69,21,24
33,Bachelor's,10,Retail,Store Manager,Small,Senior,86,15,92
38,Master's,1,Healthcare,Medical Assistant,Large,Mid,34,59,38
22,Master's,1,Healthcare,Health Analyst,Small,Mid,24,67,46
31,Master's,10,Education,Teacher,Medium,Mid,86,26,77
44,High School,4,Education,Research Assistant,Medium,Mid,86,14,44
46,Master's,19,Manufacturing,Production Supervisor,Medium,Mid,26,93,87
26,High School,2,Telecom,Network Engineer,Large,Entry,40,51,42
53,Bachelor's,8,Finance,Auditor,Large,Senior,92,2,23
48,Master's,7,Finance,Auditor,Large,Entry,81,13,87
36,Bachelor's,10,Manufacturing,Operator,Large,Senior,78,32,32
49,PhD,0,IT,ML Engineer,Medium,Senior,11,87,22
55,Master's,10,Logistics,Supply Chain Analyst,Small,Mid,19,77,49
59,Bachelor's,10,Finance,Financial Analyst,Small,Entry,71,40,91
31,Bachelor's,0,IT,ML Engineer,Large,Mid,90,22,36
27,Master's,6,Telecom,Support Specialist,Medium,Mid,89,11,21
53,Master's,11,Finance,Financial Analyst,Large,Senior,20,98,89
59,Bachelor's,13,Healthcare,Nurse,Small,Entry,72,37,87
26,Bachelor's,5,Logistics,Warehouse Manager,Medium,Entry,80,19,94
44,High School,9,Finance,Auditor,Medium,Entry,16,85,35
23,Master's,2,IT,Data Analyst,Medium,Entry,91,9,51
38,Bachelor's,6,Manufacturing,Production Supervisor,Small,Entry,53,44,88
53,PhD,8,Manufacturing,Production Supervisor,Small,Entry,52,41,58
32,Bachelor's,11,Retail,Sales Associate,Large,Entry,60,32,42
25,Master's,4,Education,Research Assistant,Medium,Entry,82,4,92
38,Bachelor's,4,Logistics,Dispatcher,Medium,Mid,17,94,85
23,Master's,0,Telecom,Support Specialist,Medium,Mid,64,19,53
55,PhD,13,Healthcare,Health Analyst,Large,Mid,16,80,83
57,Bachelor's,14,Manufacturing,Quality Engineer,Small,Mid,73,20,78
52,Bachelor's,8,Finance,Auditor,Large,Entry,38,45,71
50,Master's,10,IT,Data Analyst,Large,Senior,94,15,47
36,Bachelor's,9,Finance,Accountant,Medium,Senior,33,60,93
56,High School,10,IT,ML Engineer,Medium,Entry,90,1,22
30,Bachelor's,9,IT,Software Engineer,Medium,Mid,21,84,71
50,PhD,8,Logistics,Supply Chain Analyst,Medium,Mid,76,11,69
33,High School,1,Finance,Financial Analyst,Small,Entry,62,23,80
52,Bachelor's,14,Education,Teacher,Medium,Senior,26,69,80
52,High School,8,Healthcare,Nurse,Small,Mid,57,31,76
37,Bachelor's,12,Education,Teacher,Medium,Mid,43,59,75
42,Master's,11,Healthcare,Medical Assistant,Small,Senior,90,0,20
31,Bachelor's,10,Manufacturing,Operator,Medium,Mid,16,89,70
23,Bachelor's,2,Logistics,Supply Chain Analyst,Small,Mid,43,55,46
31,Master's,10,Retail,Inventory Analyst,Medium,Mid,82,35,88
48,Bachelor's,10,Healthcare,Nurse,Small,Entry,80,14,65
57,Bachelor's,6,Finance,Accountant,Large,Entry,57,61,33
27,Bachelor's,6,Healthcare,Health Analyst,Medium,Mid,85,29,45
48,Master's,13,Logistics,Warehouse Manager,Large,Mid,63,30,83
47,Master's,7,Logistics,Warehouse Manager,Small,Mid,20,88,37
40,Master's,11,Logistics,Dispatcher,Medium,Mid,34,90,43
32,PhD,1,Education,Research Assistant,Large,Entry,81,39,28
25,PhD,4,Retail,Inventory Analyst,Medium,Senior,75,18,83
38,Master's,17,Telecom,Support Specialist,Large,Mid,81,29,37
39,PhD,11,Logistics,Dispatcher,Medium,Mid,41,57,64
26,Bachelor's,5,Manufacturing,Quality Engineer,Large,Senior,11,100,36
45,Master's,11,Healthcare,Medical Assistant,Medium,Mid,49,53,34
38,Bachelor's,2,Healthcare,Medical Assistant,Medium,Mid,62,50,43
27,Bachelor's,6,Manufacturing,Operator,Medium,Mid,33,76,58
48,Bachelor's,10,Healthcare,Nurse,Medium,Mid,86,10,78
53,Bachelor's,10,Manufacturing,Production Supervisor,Large,Mid,38,56,40
28,Master's,7,Telecom,Support Specialist,Small,Mid,91,13,32
58,Bachelor's,7,Finance,Financial Analyst,Small,Mid,69,29,92
21,High School,0,Retail,Sales Associate,Small,Entry,24,79,78
40,Bachelor's,4,Manufacturing,Production Supervisor,Small,Mid,75,39,36
44,High School,7,Education,Teacher,Medium,Entry,44,55,94
23,Bachelor's,2,Retail,Store Manager,Medium,Entry,52,41,73
23,Bachelor's,2,Logistics,Dispatcher,Medium,Mid,80,21,90
49,Master's,13,Retail,Sales Associate,Medium,Entry,92,16,27
42,Master's,0,Telecom,Support Specialist,Medium,Entry,79,35,27
